file_id,labels,labels_str,tweet_text,filter_openai
1109416465629769728,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",@BasedYuna Nigga ,0
1114808574662848512,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",LMAO BRO IM SCREAMING WHO IS THIS NIGGA ,0
1116664528601620481,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",YouTube slammed for hosting conspiracy theorist ,0
1114395883662135296,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",@HBCUfessions Call that nigga back. Braids fall out all the time B ,0
1115432194204405765,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",Ain’t no other anime character got the drip like my nigga Killua. Someone prove me wrong please. ,0
1046335481674436608,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",@MsLeloB I go zero to a 100 nigger real quick 🤣🤣🤣 tell them wena Lelo ,0
1107790707694010368,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",@AmarisJessica_ Every nigga that’s hit since then lookin at this tweet like ,0
1113506056192372743,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",When a nigga that’s not yo nigga calls you boo ,0
1108028803635470339,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",Break a solid nigga into pieces. ,0
1042286088188915712,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",@StatusTheGodd are u retarded ,0
1107665629409099777,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",@Sino_Nathi @mbusolow This nigga needs to do like Michael Jackson and beat it.😂 ,0
1044418741713268736,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",me when all my sjw Ioona mutuals soft blocked ,0
1107872807881445376,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",Man this nigga quick ,0
1109225027029925889,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']","@ilove_myworlddd When was the last time you were at a bar or club and the nigga doing this, got you? 😏 ",0
1107590583273615361,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']","God, please come through for a nigga ♥️ ",0
1113951077907488769,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",Nip was bout to go see what was up w/ Melo over my nigga Ingram 😂😂gang shit 💪🏾 ,0
1115089220698349568,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",lonely ass nigga lol ,0
1113507413569810432,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']","@SenFeinstein If you #BuildTheWall, it would be a good start if you are actually starting to care about Americans. ",0
1110373068772462592,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",@OrgasmsAreUs I know that nigga had a bad migraine ,0
1107997988566257664,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",When a nigga fresh out chair at the barbershop 💺💈...      😬✨Glee ,0
1060955697888813057,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",NIGGA ,0
1061090461325123585,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",not to be sjw but big ass yikes ,0
1060933248623218688,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']","wow, look @ me on @billboard giving Hillbilly Days the recognition it deserves ",0
1116043327479132161,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",Y’all think I’m playing. This nigga will not go away... SIRRRR. 😭 ,0
1108164362668257280,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",You know you fucked up when you been entertaining a nigga and then he starts calling you his wife. Shit. ,0
1108387035893719041,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",The Last Will and Testament of Henry Van Dyke! ,0
1105620216590094341,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",Nigga if Spirit the cheapest with the bags I’m flying 😂😂😂🤷🏾‍♂️ ,0
1108464915965231106,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']","@JColeNC j Cole you ma nigga but g shit, nobody can save you from this ",0
1047132496171872258,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",Tiny Inventor’s Rube Goldberg machine. Nice attempt with partial success! @NISDRawlinson @NISDGTAA ,0
1049867430208655360,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",Father-son duo who witnessed Laquan McDonald murder reflect on Van Dyke verdict: ,0
1055123433435160576,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",@AeroViro Gets cought in hillbilly trap. ,0
1116840789328293889,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",i wish a nigga would tell who i can and can’t listen to ,0
1109897407465164800,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",My nigga @RomeTharpe killed this shit!!!💯💪🔥  #HellOfAYear #HustlaOfTheYear #AriesSpirits #ZoneOutRekordz ,0
1113171165047123972,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",@TuuGreat my nigga monty ,0
1109469024080015360,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",Nigga went from this to this ,0
1113225899372089344,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",My local conspiracy theorist. #milford #Pennsylvania  Absolute wanker. ,0
1116500982916104193,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",Dropped some buckets in the garden today  Was in my Kemba walker uconn bag That tall nigga bbq chicken ❌🧢 ,0
1106745830197940226,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",@AdieleTbagAFC Nigga I look that shut up and it’s in  Nigeria. ,0
1106984930742022151,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",Nigga losing his mind #PS4share  ,0
1109606590003449857,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",This Nigga Juice Got Me Dead ,0
1105877600566685698,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']","@smoothboy610 @KCIDWORLD Mannn that nigga dont got the truth in him, he just wana be controversial right now 🤦🏾‍♂️ ",0
1105540328428367873,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",nigga fell asleep with a whole pizza on him ,0
1108340865322254336,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",Guess which nigga gonna spend his weekend on his comfy bed with nice foods ,0
1107006251832168448,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']","@TheAdesola_ @SubDeliveryZone But you just showed her how strong she can be, now you scared nigga? ",0
1110313295439896576,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",My ex left me for a dyke who ended up cheating on her anyway. ,0
1114152916212953089,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",Nigga denies he masturbates even quotes the bible #AndThenJikiJiki ngo-11 at night... ,0
1107323307580366848,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",“REAL ASS BITCH GIVE A FUCK BOUT A NIGGA “ PERIODT😛 ,0
1108926596902252544,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",@thouxanbanzak Nigga live in the wilderness ,0
1055972888719843328,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",@FortniteGame Mobile players are retarded ,0
1113199272697180163,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",They really took my nigga Nipsey. ,0
1115018034320687105,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",keep a skimask &amp; lawyer never know what a nigga got pending! ,0
1115613892187774976,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']","Days aff, gettin pished in the house. Canny make a cunt of maself😂 #amianalky  #cheers😂🍻🍻 ",0
1109654291147644928,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",@heyimtitan @BabyyShiva Nigga Where Yo Clips At You Probably Dont Even Got The Game... ,0
1108967422671773699,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",@caleb_htx Imma be in that hoe cocky asf knowing I slice the shit out of a nigga ,0
1113980003111374849,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",Nigga said “my shits fat” 🤣🤣🤣🤣   ,0
1114232613760270336,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']","New team, moan about the chem and I’ll twat your dad ",0
1107285480477868032,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",@Paemmm Nigga wut ,0
1116085560450351105,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",@blvesclves Real nigga ✊🏽 ,0
1105471111851114497,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",how the nigga give brain &amp;- ain’t stop till a cum came .. ,0
1108264718966366208,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",#GMB here they are twit &amp; twat .... ,0
1115610903049687041,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",Dudes are mad after breakups talking bout “I left my button at your place when can I come and get it” nigga never!!! ,0
1117596371698241536,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",On my worst day a nigga couldn’t fuck with me. ,0
1062799849958060033,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']","“Just lemme box with ya twat, I’ll stick it and move” ",0
1051307363897143296,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",He retarded fr ,0
1107365387866267648,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",@DaiUrio That’s what you get for being a simp ass nigga ,0
1105103176880013313,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",jos put that nigga in jail. prison. dat. way. ,0
1110027444512268288,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",NOT MY NIGGA CRASH BANDICOOOOOT ,0
1109449139677523973,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",@spoildior The only thing here that looks broke is this nigga face Lord have mercy ,0
1110137183191658496,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",@Triks__AMG Better recognize nigga ,0
1108784275858567168,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",@NBCNews #WallsWork - just look at #Israel! We must #BuildTheWall to #KeepAmericaSafe ,0
1110292079127736322,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",This nigga here ,0
1108151176283852800,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",This nigga was scared to hoop yesterday @_jwill35 ,0
1110528268724248576,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",@cruddydre_ @2thickGi So we going act like that’s not nigga that solidly killing all his roles ,0
1110482046818803712,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']","WTF, this nigga showing White power symbol.. @pewdiepie ",0
1105436940156002306,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",@Bankroll_Dada @krozae Nigga not in front of granny casket lmao 😂 ,0
1114753535579541504,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",IM A HORNY DYKE SMALLS WHO??????? ,0
1108870476732997632,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']","@Kat__Bunny its iight tho, a faithful side nigga will just ",0
1109108461705592833,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']","real neck real wrist’s, I’m a real nigga I’m a need a real b!tch ayyy okay! ",0
1108224864144580608,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",The butcher coming nigga!!!! #TheButcher #PS4share  ,0
1107822911027585024,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",@BG_CDevlon @RellFromThe973 Nigga smacked her into Fall semester 2020 ,0
1044489150446034944,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",The 10 Most Redneck Cities In Massachusetts Explained ,0
1113161068065505280,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",Wen a nigga insinuating BS dat aint der ,0
1113871187380191234,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",@GivesSkyyy @skeptic99789451 LMAO THAT'S MY PIC STUPID RETARD😂😂😂😂💯💯 ,0
1113385008033665024,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",@bonucci_leo19 F**k you! Bonucci no more respect for you retard ,0
1107708657431539712,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']","Redneck Daddy gets dressed. (Part 2) Suit and tie is not my style, but sometimes I gotta do it. ",0
1113570251134861312,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']","Birthday S/O to this pretty nigga, continue with the positive vibes @sizweskhosana12  More life 🙏🏽 more everything 🍾 ",0
1108495255819730945,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",@LordHizzle_ODG #RNS REAL NIGGA SHIT ,0
1113634329740107777,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",This nigga @obkray leakin ,0
1116297156816777216,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",Bruh they cooked my nigga from how to train your dragon 😭😭 ,0
1105594360111030275,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",This nigga Naichi finna be the reason I see 12 of my mutuals with Seth avis this week 😭 ,0
1053705982692544512,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",I’ve been watching the TV for half an hour and only just realised i’ve still got safety glasses on....  twat... ,0
1058878761804984321,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",I just slide a honey bun in the microwave for 8 seconds....NIGGA  ,0
1115158706503716865,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",@beastynewall Useless bint. ,0
1058862349912887302,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",@Chappyx06 @dvorakoelling @realDonaldTrump Wasn't talking about the Orange Twat ,0
1113571334129356800,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",This nigga one of the most unprofessional mfs in the medical field and he needs his license revoked. ,0
1113465474493419520,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",This nigga really slid in my cash app and asked for a heart break fee ... this why I act the way I do ,0
1107046284282732544,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",idk why i be hyping this nigga up 🤦🏽‍♂️ ,0
1050556708249067520,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",Happy Birthday @cadeh01  #ItsAlmostMeatSeason  #Hillbilly ,0
1114746720859111424,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",Wack ass stage and this nigga Rollins got a beast slayer tron ,0
1113998309235011584,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",did that nigga DIRTY ! 💀💀💀 ,0
1106704463014887426,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",“Some Rap Songs” and “Some Nigga Got Me Fucked Up” ,0
1109415454588747776,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",@DonnieDohn Word how you out “slow” a slow nigga like me? ,0
1113182879188750343,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']","“Stay by myself ain’t gotta worry bout a nigga tellin, stay by myself ain’t gotta worry bout a nigga jealous.” ",0
1113077611763306496,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",This nigga... ,0
1113920712895553538,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",@mrgoodbeard__ @MurphysLawX Nigga got a child's backpack on tryna tell us it's a bulletproof vest lol ,0
1109177794720870405,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",@YesIm_Grace Got me ALLLLLLL the way fucked up! Him &amp; the nigga recording it ,0
1116443729991225344,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",What is this nigga talkin bout 🤦🏽‍♂️🤦🏽‍♂️ ,0
1106820830783107072,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",Nobody:  Any nigga who puts a tissue in there nose because they got a childish ass disease: ,0
1114036211973099520,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",this nigga kane had me rolling 💀@3900kp ,0
1114369307280994305,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",Me going to find the nigga who killed me in GTA V online ,0
1051197867841474565,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",This lovely lady just gave me a gin. What a fucking legend!!! #lovely #bint #gin #legend ,0
1107743144152567809,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']","Tundra: “But I got stronger, I got harder in the nigga time..”   Me and Cayum: ",0
1106672352966967296,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",then nigga says the nastiest shit and im like ,0
1042502344473161728,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",Newegg fell victim to month-long card skimming hack ,0
1115421040895774723,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",ed nygma is a dyke no follow up questions please ,0
1109562807270428672,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']","What y’all doing if a nigga go 0/12 from 3, n get y’all eliminated from the tournament🤦🏾‍♂️id erase him. ",0
1107035187328757760,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",@ShaquanGlendale @BitchImRobV this is the nigga that just dissed BITCHIMROBVICIOUS   oooh you fucked up son .. ,0
1109660025461592066,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",@NeilKilner @MattGarrahan Fat northern cunt ,0
1105818921519775745,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",Happy birthday @dantopp_ you loose cunt see you Saturday 🍺❤️ ,0
1105153120655560704,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",138?????? Nigga what add 600 ,0
1116686349682335750,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']","And so 23 years ago, a real ass nigga was born. ",0
1107738472490696705,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",This is a “nigga we made it” moment ,0
1113979936979783680,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",I can’t stand a “send me a pic” ass nigga... ,0
1108048846079299586,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",Happy birthday my nigga 🎉 @tiachanae12 ,0
1115843887510249472,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",my eternal lou advise to my dumb dyke self ,0
1113590695128965120,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",@NessWLC @_PapiAce @StrizzySF This nigga coming out the pen like his hero Rocky ,0
1107671874681651200,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",@A_Dilettante_ @ASamantha I picked Dany because she's not a philandering ass kidnapping ass hotep ass nigga ,0
1115031778287398912,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",Never hated i just waited shouldn’t be no nigga mad at me💯 #gradbash2k19 ,0
1108056152191975425,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",When a nigga that’s not good try to grip you ,0
1058022112533848064,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",Share the Love! Follow me + Retweet to win a trained buttock-batter Decadent Dyke Frozen Dessert - MCR ,0
1109520190465863681,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",@m34nplan_xo DONT JUDGE ME YOU TWAT ,0
1109927380548837381,"[0, 0, 0]","['NotHate', 'NotHate', 'NotHate']",@ShawnBrady419 Are you a spy nigga?? 👀👀 ,0
